time,theta_deg
33.09973333,-0.019576679
33.1331,-0.020926067
33.16646667,-0.020217931
33.19983333,-0.022339531
33.2332,-0.025201414
33.26656667,-0.025947638
33.29993333,-0.025805121
33.3333,-0.025129275
33.36666667,-0.030896347
33.40003333,-0.034062024
33.4334,-0.036203778
33.46676667,-0.037989012
33.50013333,-0.038537475
33.5335,-0.041836645
33.56686667,-0.043876326
33.60023333,-0.043260372
33.6336,-0.041978873
33.66696667,-0.041929825
33.70033333,-0.037127694
33.7337,-0.037480956
33.76706667,-0.032633187
33.80043333,-0.031479305
33.8338,-0.026724516
33.86716667,-0.025804988
33.90053333,-0.022313052
33.9339,-0.021107621
33.96726667,-0.019071657
34.00063333,-0.018542711
34.034,-0.019475331
34.06736667,-0.021508145
34.10073333,-0.025382919
34.1341,-0.028157742
34.16746667,-0.028965776
34.20083333,-0.03339189
34.2342,-0.03773531
34.26756667,-0.040309069
34.30093333,-0.042363011
34.3343,-0.040690505
34.36766667,-0.039512451
34.40103333,-0.039473034
34.4344,-0.038177592
34.46776667,-0.03426313
34.50113333,-0.034013466
34.5345,-0.031076348
34.56786667,-0.026969519
34.60123333,-0.026378074
34.6346,-0.023696176
34.66796667,-0.023780048
34.70133333,-0.02401421
34.7347,-0.025392806
34.76806667,-0.02663726
34.80143333,-0.026968496
34.8348,-0.028383621
34.86816667,-0.028731446
34.90153333,-0.030184293
34.9349,-0.030542204
34.96826667,-0.028108438
35.00163333,-0.026191883
35.035,-0.030537287
35.06836667,-0.030677461
35.10173333,-0.028711756
35.1351,-0.030676452
35.16846667,-0.029244494
35.20183333,-0.030517123
35.2352,-0.032466868
35.26856667,-0.033086496
35.30193333,-0.034149958
35.3353,-0.035135958
35.36866667,-0.036173574
35.40203333,-0.036709277
35.4354,-0.038509986
35.46876667,-0.038180496
35.50213333,-0.03783317
35.5355,-0.037101692
35.56886667,-0.035900232
35.60223333,-0.03374161
35.6356,-0.029774284
35.66896667,-0.029253466
35.70233333,-0.027367292
35.7357,-0.025128478
35.76906667,-0.02457117
35.80243333,-0.025976782
35.8358,-0.022962997
35.86916667,-0.026384448
35.90253333,-0.026202344
35.9359,-0.026637114
35.96926667,-0.027545415
36.00263333,-0.029599239
36.036,-0.034205011
36.06936667,-0.03557159
36.10273333,-0.036443623
36.1361,-0.035117452
36.16946667,-0.034930569
36.20283333,-0.033425931
36.2362,-0.032004865
36.26956667,-0.028721427
36.30293333,-0.025102496
36.3363,-0.025111198
36.36966667,-0.023248318
36.40303333,-0.023342069
36.4364,-0.02175503
36.46976667,-0.023310024
36.50313333,-0.023935367
36.5365,-0.024467905
36.56986667,-0.025922446
36.60323333,-0.027668696
36.6366,-0.027085578
36.66996667,-0.031110928
36.70333333,-0.030368415
36.7367,-0.032650869
36.77006667,-0.031785275
36.80343333,-0.031369437
36.8368,-0.030088628
36.87016667,-0.029000157
36.90353333,-0.027197726
36.9369,-0.024374707
36.97026667,-0.023358575
37.00363333,-0.02253276
37.037,-0.022784539
37.07036667,-0.023632613
37.10373333,-0.024492151
37.1371,-0.026930752
37.17046667,-0.026076133
37.20383333,-0.028063081
37.2372,-0.028026997
37.27056667,-0.029721152
37.30393333,-0.030984488
37.3373,-0.032313006
37.37066667,-0.03183403
37.40403333,-0.030223304
37.4374,-0.029138828
37.47076667,-0.027932208
